Abrahamic,Accountability,Adoption,Agency,AllScriptureCount,America,Angel,Art,Articles of Faith,Atonement,Attitude,Authority,AuthorityMentions,BYU,Balance,Baptism,Bible,Blessing,BoM,Body,Book of Mormon,Brigham Young,Brotherhood,Calling,Character,Charity,Chastity,Children,Christianity,Christmas,Church,Citizenship,Comforter,Commandments,Commitment,Communication,Compassion,Conscience,Consecration,Contention,Conversion,Courage,Covenant,Creation,Creativity,D&C,Date,DaysElapsed,Decision,Dedication,Disciple,Discipline,Discourage,Divine,Doctrine,Doctrine and Covenants,Education,Esteem,Eternal Life,Eternity,Exaltation,Example,Excellent,Failure,Faith,Family,Family History,Fear,Fellowship,Finance,FirstPersonPronoun,Foreordination,Forgiveness,Freedom,Friendship,Gender,Gift,Giving,God,Gospel,Government,Gratitude,Growth,Habit,Happiness,Heal,Heavenly Father,Heritage,History,Holy Ghost,Home,Honesty,Honor,Hope,Humility,I am a woman,Improvement,Individual Worth,Initiative,Inspiration,Integrity,Jesus Christ,Joseph Smith,Joy,Kind,Knowledge,Language,Last Day,Law,Leadership,Learning,Life,Light,Light of Christ,Listen,Lonely,Love,Marriage,Media,Meekness,Membership,Men,Mercy,Miracle,Missionary,Mistake,Modesty,MonthGiven,Morality,Mortality,Music,NT,Natural Man,OT,Obedience,Opportunity,Ordinance,Organization,Parent,Patience,Patriarchal Blessing,Patriotism,Peer Pressure,PercentInItalics,PercentInQuotes,Perfection,Perspective,Pioneer,Plan of Salvation,PoGP,Polarity,Politic,Potential,Power,Prayer,Premortal,Preparation,Prepare,Priesthood,Priority,Progression,Prophet,Question,Relationship,Religion,Religious Freedom,Remember,Repent,Responsibility,Restoration,Resurrection,Revelation,Reverence,Righteous,Sabbath,Sacrament,Sacred,Sacrifice,Safety,Salvation,Satan,Scripture,Second Coming,Self-Reliance,Selfless,Service,Socialism,SpeakerPosition,Spirit,Spiritual Growth,Spirituality,Standard,Stewardship,StoryNames,Subjectivity,Success,Suffering,Talent,Talking Speed,Teaching,Technology,Temple,Tempt,Testimony,Thought,Time,Tithing,Tolerance,Trial,Trust,Truth,Understand,Unity,Value,Virtue,War,WeToYouRatio,Wisdom,Witness,Woman,WordCount,WordQuantity,Work,Worldly,Worship,Worthy,YearGiven,Zion,Pageviews
0,0,0,0,12,0,4,0,0,0,3,0,0,0,0,0,0,13,2,0,1,2,0,3,0,0,0,9,0,0,13,1,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,12666,0,1,0,0,6,0,1,1,0,0,0,0,0,3,0,0,1,7,0,1,0,0,93,0,0,0,2,Male,0,7,15,12,0,0,0,0,2,0,1,0,1,2,8,0,5,4,0,0,0,0,0,0,0,3,2,7,1,4,0,1,0,0,1,30,4,0,1,0,0,1,0,0,0,7,0,0,14,0,0,3,0,0,0,4,0,2,0,4,1,0,3,0,0,0,0,0.149481724,0,0,2,0,0,3,0.17,0,0,2,6,0,0,0,3,0,0,1,0,0,0,0,12,1,0,1,0,0,0,2,0,0,0,6,0,1,0,2,0,0,0,10,0,Unknown,9,0,0,0,0,12,0.5,0,0,0,1.964400963,0,0,0,1,1,5,9,0,0,0,0,3,8,1,1,2,4,152.321,0,1,2,5499,1321,8,0,0,1,1983,0,1965
0,0,0,0,7,0,0,0,0,0,2,0,2,1,0,0,0,4,4,0,1,1,0,0,0,1,0,3,0,0,1,0,1,4,7,1,1,0,0,0,0,0,1,2,0,0,0,9460,0,0,0,0,1,0,1,0,0,0,0,0,0,8,0,0,2,2,0,1,0,0,26,0,3,0,1,Male,0,6,12,8,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,3,0,0,2,0,0,0,3,2,4,21,3,1,1,0,5,0,0,0,0,8,0,0,0,1,0,1,0,0,0,0,0,3,0,1,0,2,1,2,0,0,0,0.126120741,0,7,4,0,0,0,0.16,0,1,1,2,0,0,1,1,0,8,3,0,0,0,0,1,6,1,0,0,1,0,2,0,0,1,0,1,3,0,3,0,0,0,6,0,of the Quorum of the Twelve Apostles,5,0,0,0,0,8,0.51,2,0,2,1.571426156,0,0,0,0,0,1,7,0,0,0,0,2,4,0,0,0,0,104.533,3,0,0,3346,1109,0,0,0,1,1992,0,1959
0,0,0,4,3,67,0,0,0,0,0,2,4,1,0,0,0,2,2,1,1,2,0,0,6,0,0,6,1,0,7,4,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,15123,0,0,0,0,0,5,1,0,3,0,0,0,0,0,0,5,5,3,0,2,0,0,22,0,0,19,1,Male,2,3,31,15,0,0,1,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,3,0,5,0,0,1,0,0,3,7,8,1,12,1,0,0,0,1,0,0,0,0,4,0,0,1,0,0,7,1,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0.150396376,0,0,0,0,0,0,0.12,0,0,9,1,0,1,2,1,0,0,3,0,0,3,5,1,4,1,8,0,0,0,4,0,0,2,1,0,0,0,5,3,0,0,3,0,Unknown,0,0,0,1,1,15,0.48,0,1,0,2.169115335,2,1,0,0,0,0,11,0,1,1,1,0,1,0,0,0,3,162,2,0,7,4415,1289,5,0,2,0,1976,1,1956
0,0,0,0,34,0,0,3,1,1,1,7,22,4,0,1,0,5,12,1,3,5,0,2,2,0,0,2,0,0,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,5,0,8086,0,0,10,0,1,2,1,0,3,0,0,0,1,4,1,1,8,0,0,3,0,0,108,1,0,0,0,Male,1,3,31,1,0,1,0,0,1,0,4,4,0,3,2,0,1,1,2,0,0,0,0,1,0,2,3,1,1,1,0,0,0,0,8,16,2,0,3,0,10,0,0,4,0,11,0,5,6,0,0,10,2,1,2,7,0,3,2,0,1,0,0,0,0,0,0,0.089529067,0,4,0,1,1,7,0.15,0,0,0,2,5,0,1,4,0,0,13,3,0,0,0,0,1,0,0,1,0,0,0,2,1,2,0,0,2,0,4,0,0,0,1,0,Dean of General and Honors Education at Brigham Young University,9,0,0,0,0,28,0.52,0,0,0,3.26764136,6,0,0,4,5,4,8,0,0,2,0,10,6,0,1,1,0,492.308,1,3,0,5797,1764,3,0,0,0,1995,3,1945
0,0,0,0,74,2,1,2,2,4,0,1,14,2,1,2,1,12,27,2,4,4,0,0,1,11,0,6,0,0,11,0,1,5,0,0,0,0,0,6,0,1,2,1,0,11,0,8361,0,0,2,0,0,4,2,0,1,0,7,0,0,3,5,1,37,5,0,1,0,0,47,1,0,1,2,Male,3,3,39,2,0,3,0,0,10,0,0,2,0,2,0,0,1,82,0,0,2,0,0,0,0,8,0,2,2,1,10,1,0,1,1,17,0,0,1,0,33,7,0,1,0,11,0,0,0,0,0,1,0,2,1,25,0,7,1,0,0,0,0,2,1,0,0,0.10075188,0,3,1,0,0,4,0.2,1,1,3,0,0,0,1,1,0,0,1,3,0,2,0,3,4,0,2,0,0,0,3,0,0,1,0,1,1,2,9,0,0,0,0,0,of the Quorum of the Twelve Apostles,2,0,0,1,0,15,0.49,2,1,2,2.142807658,2,0,3,1,0,6,6,0,0,0,0,1,4,5,0,2,0,122.077,1,0,0,5320,1613,2,1,0,0,1995,1,1945
0,0,0,0,20,0,0,0,0,0,2,0,7,6,0,0,0,9,5,0,1,1,0,0,0,9,0,6,2,0,14,0,0,6,1,0,2,0,0,0,0,0,2,0,0,2,0,7540,0,0,1,0,0,0,1,1,2,0,1,1,0,4,1,2,4,3,0,1,1,0,65,0,10,0,8,Male,7,4,22,7,0,0,0,1,2,2,6,0,1,1,4,0,0,6,1,0,0,0,0,0,0,5,0,3,8,0,0,1,6,4,17,21,0,0,1,5,76,0,0,3,0,14,0,0,8,0,0,4,0,0,0,12,0,1,2,1,0,0,3,2,0,0,0,0.119883573,0,2,1,0,0,0,0.25,0,1,1,5,0,0,0,1,0,0,2,4,1,1,1,4,2,2,0,1,1,0,2,0,1,0,1,0,1,0,4,0,0,0,6,0,Unknown,4,0,0,1,0,12,0.56,0,0,0,0.5497,9,0,0,0,0,2,12,0,2,1,0,2,1,0,0,1,1,95.22,0,1,4,5497,1481,1,0,1,0,1997,0,1931
0,0,0,0,141,0,2,1,0,4,0,0,2,1,0,1,1,6,89,0,6,1,0,0,2,0,0,38,2,0,8,1,0,2,0,0,1,0,0,0,0,0,2,0,0,15,0,10160,0,0,4,1,0,5,0,0,0,3,7,1,0,11,0,2,14,2,0,0,0,0,40,0,0,2,1,Male,4,1,47,6,0,0,0,0,2,0,0,0,3,1,3,0,0,0,0,0,0,0,0,1,0,8,3,3,2,4,0,0,3,10,4,23,1,0,0,1,14,0,0,2,0,27,5,0,5,0,0,2,0,1,0,22,0,8,0,0,1,0,1,5,0,0,0,0.145635674,0,6,2,0,2,7,0.16,1,0,6,0,2,0,0,0,0,0,6,4,0,2,4,5,1,0,13,5,1,0,1,0,0,1,4,0,9,0,17,0,0,0,3,0,Of the Quorum of the Twelve Apostles,2,0,0,0,0,21,0.51,0,8,0,0.6324,5,0,3,3,0,2,9,0,0,3,0,4,6,0,0,4,0,289,3,2,3,6324,1719,7,0,2,0,1990,0,1927
0,1,0,0,4,3,1,0,0,0,0,0,43,5,0,31,2,7,1,0,14,2,0,0,0,0,0,2,1,0,76,0,0,4,0,0,0,0,0,0,0,0,1,0,0,2,0,6966,1,0,2,0,0,2,2,1,1,0,0,0,0,3,0,0,3,4,0,0,0,0,107,0,0,0,0,Male,1,1,18,20,1,0,5,0,3,0,4,0,9,2,8,0,0,0,0,0,0,0,0,2,0,9,5,4,0,3,1,0,0,3,1,2,1,0,0,1,3,0,2,0,3,6,0,0,23,0,0,11,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0.139538885,0,1,0,11,0,0,0.2,0,0,1,4,0,0,3,16,0,0,14,1,0,0,1,0,0,0,4,0,21,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Unknown,5,0,0,0,0,33,0.48,0,0,0,3.31078043,4,0,7,0,8,0,12,1,0,2,0,0,4,1,0,0,3,71.115,0,0,0,5812,1528,5,0,0,2,1998,1,1926
0,0,0,0,23,0,1,0,0,4,0,0,5,0,0,0,1,3,8,4,1,2,0,0,0,0,0,6,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,7631,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,0,54,5,0,0,0,0,16,0,0,0,1,Male,1,4,6,5,0,0,2,0,1,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,4,3,1,0,1,0,0,0,1,4,16,0,0,4,0,2,0,0,0,0,1,0,0,2,0,0,1,0,1,1,11,0,2,3,0,0,0,7,3,0,0,0,0.007531866,0,0,0,1,0,2,0.17,0,0,4,1,0,0,0,0,0,0,10,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,5,2,0,0,1,0,0,0,1,0,President of Brigham Young University,8,1,0,0,0,14,0.46,1,5,0,2.799863305,3,0,0,0,0,0,5,0,0,2,13,1,6,0,0,0,0,36,0,8,2,3452,1046,2,0,1,1,1997,0,1923
0,0,0,18,49,1,0,1,0,3,0,1,5,15,0,0,1,2,11,0,1,4,0,2,3,2,0,4,0,0,1,0,0,2,2,0,0,0,0,0,0,0,3,1,1,20,0,575,1,0,0,2,0,1,3,2,6,0,0,0,1,2,1,1,14,1,1,0,0,0,58,0,0,1,2,Male,0,4,5,1,0,0,0,0,0,1,1,0,2,1,6,0,0,3,0,0,1,0,0,0,0,3,3,5,7,11,4,0,9,0,37,10,1,0,1,0,8,0,0,4,0,8,0,0,5,0,0,5,0,1,0,7,0,11,3,0,0,1,0,1,0,0,0,0.123984948,0,0,0,0,1,0,0.22,0,1,11,0,0,1,1,2,0,0,5,3,0,0,0,3,0,1,0,1,2,0,7,0,0,0,0,0,1,0,13,0,0,0,3,0,Unknown,4,0,0,4,2,21,0.48,0,2,1,2.908338658,4,4,0,0,1,1,4,0,0,0,0,2,0,0,2,3,1,113.357,3,0,2,5049,1613,6,0,0,0,2016,0,1922
0,0,0,0,18,5,0,1,0,1,0,1,13,1,0,4,0,9,4,1,1,1,0,0,0,0,0,10,0,0,14,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,2880,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,6,10,0,0,0,0,91,2,0,0,0,Male,4,1,7,8,0,0,0,0,2,1,5,0,0,4,5,0,0,4,0,0,0,0,0,0,0,12,1,3,0,0,1,0,0,2,3,36,1,0,0,0,10,6,0,0,0,5,0,2,16,2,0,1,0,11,0,6,0,2,1,5,1,1,1,0,1,0,0,0.186788155,0,1,0,0,0,3,0.18,0,0,6,3,3,3,6,2,1,0,4,0,0,0,0,6,4,3,4,0,1,0,7,0,1,6,0,2,1,0,3,0,0,0,4,0,Of the Quorum of the Twelve Apostles,4,0,0,0,0,30,0.46,0,0,1,2.176890838,4,0,6,1,2,3,11,0,0,0,0,1,6,0,0,0,0,94.439,0,0,2,5268,1431,2,1,0,0,2010,0,1920
0,0,0,0,1,0,2,0,0,0,0,0,15,0,0,0,0,0,0,3,0,7,0,0,0,1,0,9,0,0,14,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,13259,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,5,0,1,0,0,119,0,0,0,3,Male,1,13,11,1,2,0,0,0,0,0,0,1,2,1,5,0,2,1,0,0,0,0,0,0,0,3,7,0,3,1,0,0,1,3,0,14,1,0,1,0,11,0,0,0,0,27,0,0,1,1,0,8,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0.328858048,0,0,0,10,0,0,0.13,0,0,0,5,0,0,1,0,0,1,13,2,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,of the Seventy,4,0,0,1,0,29,0.48,0,6,0,2.637067822,1,0,2,0,2,3,21,0,0,2,0,0,2,2,1,0,3,41.49,1,1,5,6629,1811,2,1,0,0,1981,6,1914
0,0,0,0,14,1,0,0,0,0,0,0,19,3,0,1,0,3,3,4,1,1,0,0,1,9,0,3,0,2,6,0,0,2,1,2,1,0,0,0,0,0,1,0,0,3,0,988,1,1,6,0,0,3,2,1,2,0,1,0,0,2,0,0,8,3,0,0,0,0,43,0,0,0,2,Male,23,10,6,5,0,1,1,0,0,1,0,0,0,1,3,0,0,8,0,0,1,0,0,2,0,6,0,1,9,10,0,0,10,0,3,16,8,0,0,0,8,0,0,1,0,7,0,3,6,0,2,3,0,1,0,8,0,0,0,1,0,0,2,7,0,0,0,0.103953915,0,0,1,0,0,0,0.16,0,3,4,1,0,0,0,0,0,3,1,1,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,4,0,Unknown,3,0,0,0,0,18,0.49,0,1,8,2.266838802,3,1,0,0,0,6,11,0,0,0,1,2,6,0,0,11,2,109.136,1,0,3,3819,1295,5,0,1,0,2015,0,1913
0,0,0,1,13,1,0,0,0,0,0,1,0,8,0,11,0,18,9,0,20,2,0,0,0,0,0,4,6,0,25,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,427,1,0,0,0,0,1,0,0,0,0,1,2,0,2,0,0,17,4,0,0,0,0,211,0,3,0,13,Male,4,0,27,10,0,0,0,1,3,0,1,0,0,2,10,0,2,3,1,0,0,0,1,1,0,8,1,1,3,2,0,0,0,0,4,35,3,0,1,0,15,2,0,0,0,3,3,0,9,0,0,9,0,0,0,3,0,1,0,1,1,1,3,0,1,0,0,0.003076292,0.00369155,0,0,0,0,0,0.21,0,0,6,13,0,0,4,3,0,1,1,2,0,7,1,0,0,0,5,0,0,0,0,1,1,7,1,0,1,0,19,0,0,0,4,0,Professor of Family Life,1,0,0,0,0,23,0.53,0,0,0,2.678810804,5,0,2,1,3,9,11,0,0,0,0,1,0,0,0,0,0,5.818,1,5,5,4876,1391,3,1,0,0,2016,0,1910
0,0,0,1,6,2,0,0,0,0,0,0,7,12,0,3,0,2,2,0,4,1,0,5,2,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1982,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2,5,0,0,0,0,133,0,3,1,4,Male,0,3,8,3,0,0,0,1,0,0,0,0,3,0,2,0,2,1,1,0,1,0,0,2,1,9,0,0,1,1,0,0,16,0,3,9,0,0,2,0,6,0,0,1,0,2,5,0,13,1,0,6,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0.070617907,0,2,0,0,0,0,0.14,0,0,1,1,0,0,0,0,0,0,0,1,2,1,2,3,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,8,0,Unknown,1,0,0,0,0,13,0.48,0,2,1,2.35686433,1,0,0,0,0,9,10,0,0,0,0,0,4,0,2,1,4,364.5,0,0,1,3965,1271,2,0,0,0,2012,0,1909
0,1,0,0,15,0,0,0,0,0,0,1,6,0,0,1,1,5,10,0,1,2,0,2,0,1,0,26,0,0,10,1,0,3,0,1,0,0,0,0,0,1,2,0,0,2,0,4961,1,0,0,0,0,0,6,2,0,0,0,0,1,1,0,0,3,21,0,0,0,0,36,0,0,0,4,Female,0,10,6,13,0,2,0,0,0,0,4,0,0,2,18,11,2,1,1,0,0,0,0,2,0,7,1,4,2,0,2,0,1,2,7,22,0,0,6,0,11,1,1,0,0,8,0,2,5,0,1,4,0,0,1,2,0,1,4,0,0,0,10,0,0,0,0,0.035137034,0,4,0,0,1,0,0.16,0,0,10,3,0,0,0,1,0,0,10,4,0,0,0,6,0,3,1,1,0,0,1,0,0,1,0,0,3,0,5,0,0,0,2,0,Unknown,13,0,0,1,0,8,0.5,0,0,1,3.089585681,39,1,0,1,2,1,12,0,0,0,4,16,9,2,1,0,0,1955.571,1,0,5,4269,1236,7,1,0,0,2004,0,1908
0,0,0,2,3,0,0,0,1,0,0,0,0,2,0,0,0,10,1,0,0,1,0,0,2,1,0,1,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1247,6,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,6,10,0,3,0,0,169,0,3,0,3,Male,2,0,15,0,0,0,0,1,4,0,1,0,0,0,2,3,0,3,0,0,1,0,0,3,1,3,0,0,4,1,0,0,0,0,3,27,0,0,0,0,11,1,0,0,0,2,0,0,2,0,0,7,0,0,0,1,0,0,0,1,0,0,3,5,0,0,0,0.022907758,0,2,0,0,4,0,0.18,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,6,0,1,0,6,0,3,0,0,0,2,0,Unknown,0,0,0,0,0,5,0.51,0,0,0,2.539818153,3,0,0,2,1,5,16,0,0,2,1,0,2,0,1,0,0,15.868,0,0,2,3274,989,4,0,0,1,2014,0,1905
0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11761,2,0,0,2,1,1,0,0,1,0,0,1,0,0,0,1,8,0,0,0,0,2,58,0,0,0,1,Male,0,2,5,4,0,2,2,0,1,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,3,5,1,0,1,1,0,0,4,0,6,10,1,0,0,1,4,3,0,0,1,12,0,0,3,0,1,9,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0.013324667,0,0,0,0,0,0,0.27,0,1,1,1,0,0,1,2,0,1,1,0,1,1,0,1,0,18,1,0,3,0,0,0,0,5,2,0,0,0,0,0,0,0,8,0,Of the First Presidency,1,0,0,1,0,4,0.56,1,0,0,1.749376888,0,0,3,0,1,0,9,10,0,0,5,1,3,0,2,1,0,6.87,2,0,7,3077,888,5,0,0,4,1985,0,1905
0,0,0,8,6,0,1,0,0,2,0,2,5,0,0,0,0,4,3,0,0,1,0,1,0,0,0,9,0,0,4,0,1,17,1,2,0,0,0,0,0,0,1,2,0,2,0,6315,0,0,0,1,0,0,0,0,2,0,2,0,1,1,0,1,10,0,0,4,0,0,53,0,2,0,0,Male,4,5,39,0,0,0,0,0,5,0,4,0,0,3,1,1,2,3,2,0,0,0,0,1,1,8,1,0,0,2,0,0,0,1,2,23,30,4,3,0,20,0,0,0,0,10,0,1,9,0,0,8,0,1,0,1,0,0,22,7,0,0,2,0,0,0,0,0.172733439,0,1,0,0,1,0,0.2,0,1,7,2,2,0,0,2,0,0,2,2,0,1,0,6,2,0,0,1,5,0,1,0,0,0,1,6,1,1,2,0,0,0,6,0,of the Quorum of the Twelve Apostles,15,0,0,1,0,3,0.56,0,0,0,2.961788046,5,0,0,1,2,4,7,3,0,1,0,64,6,0,1,0,1,31.154,5,5,3,4423,1029,13,0,2,1,2000,0,1893
0,0,0,0,40,0,0,6,0,0,0,0,18,1,0,0,0,11,6,0,0,2,0,7,0,0,0,14,0,0,7,0,0,7,2,0,0,0,0,0,0,1,2,5,0,4,4,5015,0,0,0,0,1,7,1,0,1,0,3,0,0,3,0,1,17,6,0,13,0,0,77,0,2,0,2,Female,2,10,59,3,0,1,0,0,2,0,25,1,2,4,1,1,2,4,0,0,0,0,0,4,0,5,3,0,0,5,2,0,0,1,6,17,4,0,7,0,9,1,1,0,0,21,0,1,9,1,1,3,0,0,3,9,1,5,1,0,0,0,1,1,3,0,0,0.084673449,0,1,1,0,0,16,0.18,0,0,12,5,0,0,0,1,0,0,6,3,1,1,1,15,1,0,0,0,6,1,6,0,0,0,0,0,0,43,4,0,0,0,5,0,Unknown,5,0,0,3,0,7,0.56,1,0,1,2.814236385,0,0,9,4,3,1,19,0,0,2,0,8,4,0,0,0,0,5.399,1,0,4,6094,1557,13,1,14,4,2004,1,1885
0,0,0,1,46,0,0,1,0,10,0,0,7,0,0,2,0,5,10,2,2,1,0,3,1,1,0,50,0,0,3,0,0,4,0,0,0,0,0,0,1,1,6,0,0,6,0,7177,0,0,1,0,0,10,0,0,0,0,6,1,0,1,0,0,9,9,0,0,0,0,35,0,0,0,1,Male,6,2,12,7,0,0,0,0,0,1,0,1,6,5,13,0,0,2,1,0,1,0,0,0,0,1,1,0,0,1,1,0,2,1,4,25,5,0,0,0,64,3,0,0,0,11,0,2,34,1,0,4,0,0,0,20,0,9,0,0,3,0,19,0,0,0,0,0.086902801,0,2,0,0,1,1,0.26,0,0,6,2,3,0,0,4,0,1,2,4,7,0,0,1,1,2,1,1,1,0,4,0,0,0,8,1,2,0,3,0,0,0,28,0,President of Brigham Young University,14,0,0,0,0,18,0.53,0,2,0,0.4856,19,0,5,1,4,0,5,1,0,0,1,3,3,0,0,0,0,91.267,0,2,13,4856,1429,2,0,0,1,1998,1,1885
0,0,0,0,21,0,0,1,0,0,0,3,3,0,0,0,0,17,11,0,1,0,0,0,0,2,0,12,3,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,3,1,0,0,0,0,18,0,0,0,1,Male,0,5,21,1,0,2,0,0,6,0,2,0,0,6,1,2,0,5,14,0,0,0,0,0,0,1,1,0,5,0,0,0,2,0,1,8,1,0,2,0,1,0,0,16,0,4,0,0,0,3,0,11,0,0,0,1,1,5,2,1,0,0,0,1,0,0,0,0,0.025687131,0,1,0,0,1,0.14,1,0,5,2,0,0,0,1,0,2,3,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3,0,of the Seventy,7,0,0,0,0,13,0.55,3,0,0,2.462728796,2,0,0,0,0,2,7,2,0,0,3,0,1,0,0,2,0,473.885,3,0,0,3893,1156,3,0,0,0,2017,4,1882
0,0,0,1,11,0,2,2,0,1,0,0,6,2,0,0,0,11,6,6,2,2,0,1,0,0,0,6,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8044,0,0,1,0,2,0,0,0,0,0,0,2,0,1,0,0,2,1,0,1,0,0,95,0,2,0,3,Female,2,7,16,3,0,3,0,0,23,0,5,0,2,1,5,0,0,2,0,0,0,0,0,0,0,6,0,5,1,0,0,0,0,0,0,17,2,0,1,0,2,0,0,1,0,5,1,1,4,0,0,11,0,0,1,4,0,1,0,0,0,0,2,0,0,0,0,0.184346701,0,0,1,2,0,0,0.26,0,0,4,5,0,0,2,0,0,0,1,1,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,0,Unknown,4,0,0,0,0,15,0.49,2,1,0,3.391831911,0,0,1,1,0,3,10,0,0,1,0,2,1,0,0,0,0,84.447,1,0,1,4638,1358,5,1,0,0,1995,6,1875
0,0,0,0,15,0,0,1,0,0,0,0,13,2,0,3,1,7,6,3,0,4,0,3,1,0,0,2,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,7659,0,0,0,2,0,17,1,0,1,0,0,4,0,1,0,0,20,0,0,0,0,0,111,0,0,0,3,Male,3,3,17,3,0,1,1,0,1,2,1,0,0,5,9,0,1,2,1,0,0,0,0,1,0,8,5,3,2,2,0,0,2,0,6,14,22,0,0,0,0,0,0,0,1,6,1,4,14,0,0,12,0,5,1,4,0,0,1,1,1,0,2,1,0,0,0,0.004286185,0,1,0,1,5,2,0.15,0,0,8,5,0,1,2,1,0,2,8,2,0,0,0,0,1,1,3,0,2,0,3,0,0,2,1,3,6,3,2,2,0,0,2,0,Unknown,9,0,0,0,0,33,0.46,0,0,1,0.6066,5,0,2,1,0,2,6,0,0,4,1,4,4,0,1,0,0,85.765,3,5,10,6066,1864,1,0,0,0,1996,0,1872
0,0,0,2,28,0,1,1,0,0,0,0,2,0,0,0,0,10,18,0,1,3,0,1,2,0,0,3,0,0,3,0,0,2,2,1,0,0,0,0,0,0,3,0,0,4,0,4962,1,1,2,0,7,0,1,1,0,0,0,0,0,1,0,0,8,0,0,1,0,0,25,0,0,0,0,Male,0,12,23,1,0,0,0,0,1,0,0,2,0,0,2,0,0,5,0,0,1,0,0,0,0,3,1,1,0,2,3,0,0,1,1,12,0,0,0,0,4,0,0,0,0,4,1,0,0,0,0,4,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0.12866242,0,1,0,0,0,0,0.16,0,0,2,4,0,0,0,0,0,0,0,3,1,0,0,2,0,0,1,0,2,0,7,0,0,0,1,0,7,1,1,0,0,0,2,0,Unknown,5,0,0,0,0,5,0.51,0,1,0,2.760956557,2,0,0,4,0,5,6,0,0,1,9,2,2,0,0,1,0,401.286,1,0,1,3140,953,3,1,0,0,2004,0,1869
0,0,0,5,40,0,0,1,0,0,0,7,7,4,0,1,2,4,10,1,1,2,0,0,0,0,0,5,2,0,0,0,0,20,1,0,0,0,0,0,0,0,0,45,3,6,0,8163,1,0,0,1,0,3,4,0,1,0,2,1,0,11,0,0,3,0,0,0,0,0,82,0,0,9,0,Male,5,4,37,5,0,2,0,0,2,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,3,2,1,2,3,4,1,1,2,3,9,6,0,2,0,7,0,0,0,0,23,2,0,0,0,1,7,0,0,0,14,1,3,53,0,2,0,3,1,0,0,0,0.055306685,0,1,0,0,0,7,0.17,0,0,9,2,0,1,2,0,0,0,0,1,2,2,0,2,6,0,5,0,2,0,0,0,0,1,0,0,1,2,2,0,0,0,1,0,Unknown,3,0,0,0,0,24,0.49,0,4,0,0.5804,2,0,1,0,0,3,7,0,0,0,0,1,5,0,2,1,0,335.077,0,0,0,5804,1723,16,0,0,0,1995,0,1862
